id,type,title,year,pagination,conference
CaruccioDDGP14,Conference and Workshop Papers,Supporting Access Control within a Mockup-based EUDWeb Environment.,2014,88,vinci_2014

BrunkerNMTKSVDCRIM14,Conference and Workshop Papers,A Time-based Visualization for Web User Classification in Social Networks.,2014,98,vinci_2014

JassiRPMAR14,Conference and Workshop Papers,Ember: A Smartphone Web Browser Interface for the Blind.,2014,106,vinci_2014

ChenCLZ14,Conference and Workshop Papers,Mobile Visualization Supporting Awareness in Collaborative Software Development.,2014,113,vinci_2014

GuoLYM14,Conference and Workshop Papers,NEI: A Framework for Dynamic News Event Exploration and Visualization.,2014,121,vinci_2014

TiwariS14,Conference and Workshop Papers,Visualising and systematizing a per-poor ICT intervention for Rural and Semi-urban Mothers in India.,2014,129,vinci_2014

SuppersA14,Conference and Workshop Papers,Developing useful Visualizations of Domestic Energy Usage.,2014,139,vinci_2014

BlakeSRH14,Conference and Workshop Papers,How Should We Use Colour in Euler Diagrams?,2014,149,vinci_2014

HuangB14,Conference and Workshop Papers,Towards a Cognitive Approach to User-Centered Visualization Design and Evaluation.,2014,159,vinci_2014

Seevinck14,Conference and Workshop Papers,Emergence and Artistic Visualization.,2014,165,vinci_2014

GoughHDB14,Conference and Workshop Papers,Art and Chartjunk: a Guide for NEUVis.,2014,171,vinci_2014

AkaseO14,Conference and Workshop Papers,Web-based Multiuser 3D Room Layout System Using Interactive Evolutionary Computation with Conjoint Analysis.,2014,178,vinci_2014

LiJLS14,Conference and Workshop Papers,Hyperbolic Tree + Time Disc: Visualizing Hierarchical Time-series Data.,2014,188,vinci_2014

JalilMA14,Conference and Workshop Papers,Design Implications from the Preliminary Results of a Telemedicine Patient-Technology Interaction Study.,2014,192,vinci_2014

KimD14,Conference and Workshop Papers,Radial vs. Cartesian Revisited: A Comparison of Space-Filling Visualizations.,2014,196,vinci_2014

AhsanPDDAR14,Conference and Workshop Papers,Vision Based Laser Controlled Keyboard System for the Disabled.,2014,200,vinci_2014

MathiesenMA14,Conference and Workshop Papers,"Large Scale, Collaborative, Invasive Species Planning and Visualisation Tool.",2014,204,vinci_2014

BennettL14,Conference and Workshop Papers,Using Your Fingers to Think: Interactive Exploration of Subjective Constraints.,2014,208,vinci_2014

CybulskiKS14,Conference and Workshop Papers,Metaphors in Interactive Visual Analytics.,2014,212,vinci_2014

SakamotoI14,Conference and Workshop Papers,Photomosaic Generation for Photograph Collection Browsing.,2014,216,vinci_2014

MallikarachchiD14,Conference and Workshop Papers,Super Resolution to Identify License Plate Numbers in Low Resolution Videos.,2014,220,vinci_2014

LiWS14,Conference and Workshop Papers,Monocular Human Motion Tracking in Latent Space based on Sequential Immune Genetic Algorithm.,2014,224,vinci_2014

ParkerT14,Conference and Workshop Papers,Data Visualisation Trends in Mobile Augmented Reality Applications.,2014,228,vinci_2014

RezaeianD14,Conference and Workshop Papers,Design of a Tangible Data Visualization.,2014,232,vinci_2014

UdanaD14,Conference and Workshop Papers,Facial Expression Generation in 3D Space.,2014,236,vinci_2014

BanbaITO14,Conference and Workshop Papers,Comparative impression analysis between real and virtual human skins.,2014,238,vinci_2014

NishaPHRAD14,Conference and Workshop Papers,An Android GPS-Based Navigation Application For Blind.,2014,240,vinci_2014

GunasekaraDS14,Conference and Workshop Papers,A Feature Point Based Approach for Pose Variant Face Recognition.,2014,242,vinci_2014

WeerarathnaD14,Conference and Workshop Papers,Semantic Human Activity Detection in Videos.,2014,244,vinci_2014

FujitaNT14,Conference and Workshop Papers,Study on influence of the visibility in store lighting.,2014,246,vinci_2014

FilonikRF14,Conference and Workshop Papers,Participatory Data Analytics: Collaborative Interfaces for Data Composition and Visualisation.,2014,248,vinci_2014

BottoniKM13,Conference and Workshop Papers,Constructing collaborative services through augmented documents and objects.,2013,1-10,vinci_2013

RenCDD13,Conference and Workshop Papers,Multilevel interaction model for hierarchical tasks in information visualization.,2013,11-16,vinci_2013

DeufemiaDG13,Conference and Workshop Papers,Visually modelling data intensive web applications to assist end-user development.,2013,17-26,vinci_2013

LiYFHF13,Conference and Workshop Papers,A microstructure evolution visualization method based on neutrosophic set theory and cellular automaton technique.,2013,27-33,vinci_2013

SongZSZ13,Conference and Workshop Papers,Intent-driven model synthesis.,2013,34-43,vinci_2013

LiQCWYS13,Conference and Workshop Papers,Visual analysis of retweeting propagation network in a microblogging platform.,2013,44-53,vinci_2013

ChhetriZJ13,Conference and Workshop Papers,ERELT: a faster alternative to the list-based interfaces for tree exploration and searching in mobile devices.,2013,54-63,vinci_2013

ZhangLW13,Conference and Workshop Papers,Time-space varying visual analysis of micro-blog sentiment.,2013,64-71,vinci_2013

LiuZWDP13,Conference and Workshop Papers,Culture influence on aesthetic perception of Chinese and western paintings: evidence from eye movement patterns.,2013,72-78,vinci_2013

LiangSNH13,Conference and Workshop Papers,Visualizing large trees with divide & conquer partition.,2013,79-87,vinci_2013

AielloNCT13,Conference and Workshop Papers,3DRC: a novel technique in evaluating stakeholders project views.,2013,88-96,vinci_2013

Biuk-AghaiA13,Conference and Workshop Papers,A novel map-based visualization method based on liquid modelling.,2013,97-104,vinci_2013

BottoniCRFF13,Conference and Workshop Papers,Euler diagram codes: interpretation and generation.,2013,105-106,vinci_2013

LiSSZ13,Conference and Workshop Papers,Best view selection of 3D models based on unsupervised feature learning and discrimination ability.,2013,107-108,vinci_2013

LiuBV13,Conference and Workshop Papers,Visual and interactive analysis of a large collection of open data with the relative neighborhood graph.,2013,109-110,vinci_2013

PlantS13,Conference and Workshop Papers,Exploring mapping-based visualisations of large remote image databases.,2013,111-112,vinci_2013

LiJLM13,Conference and Workshop Papers,A method of hierarchical time-series data visualization.,2013,113-114,vinci_2013

BiJCM13,Conference and Workshop Papers,Air pollution data visualization based on the shape of a tree.,2013,115-116,vinci_2013

DerksenRCT13,Conference and Workshop Papers,Demonstrating data using storyboard visualization tool.,2013,117,vinci_2013

Kerren13,Conference and Workshop Papers,Interaction and evaluation techniques for information visualization: future directions.,2013,118,vinci_2013

Xu13,Conference and Workshop Papers,Interdisciplinary studies on information art & design.,2013,119,vinci_2013

Zhou13,Conference and Workshop Papers,"""Big picture"": mixed-initiative visual analytics of big data.",2013,120,vinci_2013

Schaefer13,Conference and Workshop Papers,Visualisation of large image collections.,2013,121,vinci_2013

FanSZT12,Conference and Workshop Papers,A fast texture-by-numbers synthesis method based on texture optimization.,2012,1-10,vinci_2012

ZhaoZF12,Conference and Workshop Papers,A real-time visualization framework for IDS alerts.,2012,11-17,vinci_2012

JiangCXM12,Conference and Workshop Papers,The shape coordinates system in visualization space.,2012,18-21,vinci_2012

DuanQPSL12,Conference and Workshop Papers,VISA: a visual sentiment analysis system.,2012,22-28,vinci_2012

ShensonJ12,Conference and Workshop Papers,Visualizing disease incidence in the context of socioeconomic factors.,2012,29-38,vinci_2012

LiuL12,Conference and Workshop Papers,NewsVAT: an interactive visual analytics tool for news exploration.,2012,39-42,vinci_2012

NhonW12,Conference and Workshop Papers,Timeseer: detecting interesting distributions in multiple time series data.,2012,43-51,vinci_2012

YuLC12,Conference and Workshop Papers,Generating time lines with virtual words for time-varying data visualization.,2012,52-60,vinci_2012

NguyenQHZ12,Conference and Workshop Papers,TabuVis: a light weight visual analytics system for multidimensional data.,2012,61-64,vinci_2012

XiaoWLPY12,Conference and Workshop Papers,ExtractVis: dynamic visualization of extracting multidimensional data.,2012,65-68,vinci_2012

ChenZ12,Conference and Workshop Papers,Continuous awareness: a visual mobile approach.,2012,69-76,vinci_2012

Biuk-AghaiC12,Conference and Workshop Papers,Feeling the pulse of a wiki: visualization of recent changes in Wikipedia.,2012,77-86,vinci_2012

YangZSL12,Conference and Workshop Papers,Image-based irregular needling embroidery rendering.,2012,87-94,vinci_2012

HuHLYSG12,Conference and Workshop Papers,Evaluation of co-located and distributed collaborative visualization.,2012,95-103,vinci_2012

LiuJZLLP12,Conference and Workshop Papers,Assessing user experience of interactive products: a Chinese questionnaire.,2012,104-109,vinci_2012

HuangLH12,Conference and Workshop Papers,An aggregation-based approach to quality evaluation of graph drawings.,2012,110-113,vinci_2012

WangBBRD11,Conference and Workshop Papers,Designing visual analytics systems for organizational environments.,2011,1,vinci_2011

Biuk-AghaiPC11,Conference and Workshop Papers,Visualization of large category hierarchies.,2011,2,vinci_2011

MisueY11,Conference and Workshop Papers,A visual analysis tool that smoothly switches between tabular forms and parallel coordinates.,2011,3,vinci_2011

ZengWTWD11,Conference and Workshop Papers,A hyperbolic tree based interface for exploring massive files.,2011,4,vinci_2011

SaitoI11,Conference and Workshop Papers,MusiCube: a visual music recommendation system featuring interactive evolutionary computing.,2011,5,vinci_2011

SotaYHDY11,Conference and Workshop Papers,Support of self-management for chronic kidney failure patients.,2011,6,vinci_2011

WuYZ11,Conference and Workshop Papers,Geo-tagged mobile photo sharing in collaborative emergency management.,2011,7,vinci_2011

TianCLDZW11,Conference and Workshop Papers,Empirical studies of pen tilting performance in pen-based user interfaces.,2011,8,vinci_2011

CoxG11,Conference and Workshop Papers,Controlled dataflow visual programming languages.,2011,9,vinci_2011

ShiQW11,Conference and Workshop Papers,Visualizing inference process of a rule engine.,2011,10,vinci_2011

ZhangZFGH11,Conference and Workshop Papers,Coaxial interactive viewer: a multi-dimensional data visualization with spatial distortional views.,2011,11,vinci_2011

HaoZ11,Conference and Workshop Papers,InfoShape: high-level views of multidimensional information.,2011,12,vinci_2011

PuXQCLN11,Conference and Workshop Papers,Visual analysis of people's mobility pattern from mobile phone data.,2011,13,vinci_2011

SuD11,Conference and Workshop Papers,A graph-based fuzzy linguistic metadata schema for describing spatial relationships.,2011,14,vinci_2011

GouYGWZ11,Conference and Workshop Papers,SFViz: interest-based friends exploration and recommendation in social networks.,2011,15,vinci_2011

LeiZ11,Conference and Workshop Papers,Visual signatures for financial time series.,2011,16,vinci_2011

Hollan10,Conference and Workshop Papers,Beyond the interface: a distributed cognition perspective.,2010,1,vinci_2010

Bederson10,Conference and Workshop Papers,The promise of zoomable user interfaces.,2010,2,vinci_2010

Paris10,Conference and Workshop Papers,Browsing a highly connected information space: can natural language processing help?,2010,3,vinci_2010

Qin10,Conference and Workshop Papers,"2D and 3D conceptual design sketching: interface, modelling and progress.",2010,4,vinci_2010

WangCLW10,Conference and Workshop Papers,Difference of inflow and outflow based 3D streamline placement.,2010,5,vinci_2010

JiangLMHL10,Conference and Workshop Papers,The research of the regional pollutant concentration visualization based on the particles.,2010,6,vinci_2010

YuanW10,Conference and Workshop Papers,Simulating self-organizing behaviors of fish school.,2010,7,vinci_2010

Zhao10,Conference and Workshop Papers,Visualization of BP neural network using parallel coordinates.,2010,8,vinci_2010

TangLQJ10,Conference and Workshop Papers,Column-based cluster and bar axis density in parallel coordinates.,2010,9,vinci_2010

HuangH10,Conference and Workshop Papers,Exploring the relative importance of crossing number and crossing angle.,2010,10,vinci_2010

CoxD10,Conference and Workshop Papers,Semantic comparison of structured visual dataflow programs.,2010,11,vinci_2010

ChenLY10,Conference and Workshop Papers,A model driven visualization platform for workflow.,2010,12,vinci_2010

ThomasK10,Conference and Workshop Papers,Process visualization to solve the travelling salesman problem.,2010,13,vinci_2010

LuoTLTDW10,Conference and Workshop Papers,A developing framework for interactive temporal data visualization.,2010,14,vinci_2010

DuMTD10,Conference and Workshop Papers,Cooperative concept map based on cognitive model for visual analysis.,2010,15,vinci_2010

NguyenSH10,Conference and Workshop Papers,Interactive visualization with user perspective: a new concept.,2010,16,vinci_2010

LuP10,Conference and Workshop Papers,Harvesting discourse strategies for rapid prototyping of tailored information delivery systems.,2010,17,vinci_2010

GouZWZ10,Conference and Workshop Papers,TagNetLens: multiscale visualization of knowledge structures in social tags.,2010,18,vinci_2010

MiyamotoH10,Conference and Workshop Papers,Visually searching the web for structural content.,2010,19,vinci_2010

LeiZ10,Conference and Workshop Papers,A visual analytics system for financial time-series data.,2010,20,vinci_2010

CheongS10,Conference and Workshop Papers,Event-based approach to money laundering data analysis and visualization.,2010,21,vinci_2010

WuZC10,Conference and Workshop Papers,An interactive sensemaking framework for mobile visual analytics.,2010,22,vinci_2010

MoereP09,Conference and Workshop Papers,The Physical Visualization of Information: Designing Data Sculptures in an Educational Context.,2009,1-23,vinci_2009

AhmedFHNX09,Conference and Workshop Papers,Visual Analysis of History of World Cup: A Dynamic Network with Dynamic Hierarchy and Geographic Clustering.,2009,25-39,vinci_2009

KumarZH09,Conference and Workshop Papers,From Tree to Graph - Experiments with E-Spring Algorithm.,2009,41-63,vinci_2009

BogenBZ09,Conference and Workshop Papers,Visual Navigation with Schematic Maps.,2009,65-84,vinci_2009

RenZTDL09,Conference and Workshop Papers,DOI-Wave: A Focus+Context Interaction Technique for Networks Based on Attention-Reactive Interface.,2009,85-94,vinci_2009

ZhangWNLHYS09,Conference and Workshop Papers,Multi-dimensional Data Visualization using Concentric Coordinates.,2009,95-118,vinci_2009

XiaoAB09,Conference and Workshop Papers,Construct Connotation Dictionary of Visual Symbols.,2009,119-134,vinci_2009

ZouLZMY09,Conference and Workshop Papers,Constructing Confluent Context-sensitive Graph Grammars from Non-confluent Productions for Parsing Efficiency.,2009,135-147,vinci_2009

LimW09,Conference and Workshop Papers,Experimental Color in Computer Icons.,2009,149-158,vinci_2009

SiLBF09,Conference and Workshop Papers,Hidden Cluster Detection for Infectious Disease Control and Quarantine Management.,2009,159-172,vinci_2009

XieXLL09,Conference and Workshop Papers,Multi-scale Vortex Extraction of Ocean Flow.,2009,173-183,vinci_2009

ZhangYLHC09,Conference and Workshop Papers,A Novel Visualization Method for Detecting DDoS Network Attacks.,2009,185-194,vinci_2009

SeifertK09,Conference and Workshop Papers,A Pool of Topics: Interactive Relational Topic Visualization for Information Discovery.,2009,195-207,vinci_2009

RenTZD09,Conference and Workshop Papers,DaisyViz: A Model-based User Interfaces Toolkit for Development of Interactive Information Visualization.,2009,209-229,vinci_2009

NguyenH09,Conference and Workshop Papers,A New Interactive Platform for Visual Analytics of Social Networks.,2009,231-244,vinci_2009

VaranoB09,Conference and Workshop Papers,Strategic paths and memory map: Exploring a building and memorizing knowledge.,2009,245-254,vinci_2009

ThomasKB09,Conference and Workshop Papers,Information visualization Approach on the University Examination Timetabling Problem.,2009,255-264,vinci_2009

HiltonHS09,Conference and Workshop Papers,Making Traffic Safety Personal: Visualization and Customization of National Traffic Fatalities.,2009,265-282,vinci_2009

Mao09,Conference and Workshop Papers,Visualizing Table Dependency Relations to Reveal Network Characters in Database Applications.,2009,283-297,vinci_2009

ZhengZWY09,Conference and Workshop Papers,Visualized Feature Modeling in Software Product Line.,2009,299-310,vinci_2009

YuJLLH09,Conference and Workshop Papers,"A Useful Visualization Technique: A Literature Review for Augmented Reality and its Application, limitation & future direction.",2009,311-337,vinci_2009

LiCJZP09,Conference and Workshop Papers,Novel Blind Steganalysis for JPEG Images.,2009,339-353,vinci_2009

AiZZZ09,Conference and Workshop Papers,A Polarization Restraint Based Fast Motion Estimation Approach to H.264 Stereoscopic Video Coding.,2009,355-364,vinci_2009

HeW0X09,Conference and Workshop Papers,Multi-core Parallel of Photon Mapping.,2009,365-374,vinci_2009

